id,console-name,product-name,loose-price,cib-price,new-price,graded-price,box-only-price,manual-only-price,bgs-10-price,condition-17-price,condition-18-price,gamestop-price,gamestop-trade-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,upc,sales-volume,genre,tcg-id,asin,epid,release-date
5566138,Baseball Cards 2023 Topps Chrome Youthquake,Gabriel Moreno [Green] #YQ-27,$7.40,,$9.38,$16.33,$31.21,$44.99,$58.00,$27.00,$27.00,,,$1.60,$8.09,,,$2.00,$9.99,,12,,,,,2023-06-01
5566238,Baseball Cards 2023 Topps Chrome Youthquake,Gabriel Moreno [Orange] #YQ-27,$13.90,,,,,$129.99,$169.00,$78.00,$26.00,,,$3.80,$14.99,,,,,,4,,,,,2023-06-01
5566288,Baseball Cards 2023 Topps Chrome Youthquake,Gabriel Moreno [Red] #YQ-27,$78.25,,,,,,,,,,,$34.40,$85.99,,,,,,1,,,,,2023-06-01
5566100,Baseball Cards 2023 Topps Chrome Youthquake,Garrett Mitchell #YQ-39,$2.34,,$6.96,$13.03,$25.36,$36.24,$47.00,$22.00,$19.95,,,,$2.59,,,$1.50,$7.69,,6,,,,,2023-06-01
5566200,Baseball Cards 2023 Topps Chrome Youthquake,Garrett Mitchell [Gold] #YQ-39,$12.41,,,$21.85,$24.00,$49.99,$65.00,$30.00,$30.00,,,$3.50,$13.99,,,,,,6,,,,,2023-06-01
5566150,Baseball Cards 2023 Topps Chrome Youthquake,Garrett Mitchell [Green] #YQ-39,$6.77,,$10.52,$18.52,$29.00,$29.39,$38.00,$18.00,$18.00,,,$1.50,$7.49,,,$3.00,$11.99,,7,,,,,2023-06-01
5566250,Baseball Cards 2023 Topps Chrome Youthquake,Garrett Mitchell [Orange] #YQ-39,$12.50,,,,,,,,,,,$3.50,$13.99,,,,,,4,,,,,2023-06-01
5566300,Baseball Cards 2023 Topps Chrome Youthquake,Garrett Mitchell [Red] #YQ-39,$295.00,,,,,,,,,,,$162.50,$325.00,,,,,,1,,,,,2023-06-01
6032840,Baseball Cards 2023 Topps Chrome Youthquake,Gavin Stone #YQ-91,$1.04,,$6.22,$11.89,$23.35,$33.90,$44.00,$20.00,$20.00,,,,$1.09,,,$1.40,$6.79,,13,,,,,2023-06-01
6032940,Baseball Cards 2023 Topps Chrome Youthquake,Gavin Stone [Gold] #YQ-91,$11.62,,,,,$30.76,$40.00,$18.00,$18.00,,,$3.30,$12.99,,,,,,5,,,,,2023-06-01
6032890,Baseball Cards 2023 Topps Chrome Youthquake,Gavin Stone [Green] #YQ-91,$3.34,,$7.79,$14.30,$27.61,$38.84,$50.00,$23.00,$23.00,,,,$3.69,,,$1.70,$8.59,,6,,,,,2023-06-01
6032990,Baseball Cards 2023 Topps Chrome Youthquake,Gavin Stone [Orange] #YQ-91,$14.50,,,,,$99.99,$130.00,$60.00,$60.00,,,$4.00,$15.99,,,,,,4,,,,,2023-06-01
6033040,Baseball Cards 2023 Topps Chrome Youthquake,Gavin Stone [Red] #YQ-91,$55.00,,,$113.50,$125.00,,,,,,,$24.40,$60.99,,,,,,2,,,,,2023-06-01
6033090,Baseball Cards 2023 Topps Chrome Youthquake,Gavin Stone [Superfractor] #YQ-91,,,,,,,,,,,,,,,,,,,0,,,,,2023-06-01
5566071,Baseball Cards 2023 Topps Chrome Youthquake,George Kirby #YQ-10,$3.00,,,,,,,,,,,,$3.29,,,,,,2,,,,,2023-06-01
5566171,Baseball Cards 2023 Topps Chrome Youthquake,George Kirby [Gold] #YQ-10,$8.50,,,,,,,,,,,$1.90,$9.39,,,,,,3,,,,,2023-06-01
5566121,Baseball Cards 2023 Topps Chrome Youthquake,George Kirby [Green] #YQ-10,$7.99,,$11.52,$20.05,$37.79,$50.68,$66.00,$30.00,$30.00,,,$1.80,$8.79,,,$3.30,$12.99,,7,,,,,2023-06-01
5566219,Baseball Cards 2023 Topps Chrome Youthquake,George Kirby [Orange] #YQ-10,$15.39,,,,,$99.99,$130.00,$60.00,$41.00,,,$4.30,$16.99,,,,,,3,,,,,2023-06-01
5566271,Baseball Cards 2023 Topps Chrome Youthquake,George Kirby [Red] #YQ-10,$140.00,,,$30.72,$34.00,$41.00,$53.00,$25.00,$25.00,,,$77.00,$154.00,,,,,,3,,,,,2023-06-01
6032812,Baseball Cards 2023 Topps Chrome Youthquake,Grayson Rodriguez #YQ-63,$1.69,,$6.38,$12.99,$23.77,$34.40,$45.00,$21.00,$15.00,,,,$1.89,,,$1.40,$6.99,,12,,,,,2023-06-01
6032912,Baseball Cards 2023 Topps Chrome Youthquake,Grayson Rodriguez [Gold] #YQ-63,$16.50,,,,,,,,,,,$4.50,$17.99,,,,,,3,,,,,2023-06-01
6032862,Baseball Cards 2023 Topps Chrome Youthquake,Grayson Rodriguez [Green] #YQ-63,$4.39,,$9.99,$11.00,$12.00,,,,,,,$1.00,$4.79,,,$2.80,$10.99,,6,,,,,2023-06-01
6032962,Baseball Cards 2023 Topps Chrome Youthquake,Grayson Rodriguez [Orange] #YQ-63,$27.89,,,$23.05,$25.00,,,,,,,$9.30,$30.99,,,,,,3,,,,,2023-06-01
6033012,Baseball Cards 2023 Topps Chrome Youthquake,Grayson Rodriguez [Red] #YQ-63,$61.00,,,,,,,,,,,$26.80,$66.99,,,,,,1,,,,,2023-06-01
6033062,Baseball Cards 2023 Topps Chrome Youthquake,Grayson Rodriguez [Superfractor] #YQ-63,$96.00,,,,,,,,,,,$53.00,$106.00,,,,,,1,,,,,2023-06-01
5566079,Baseball Cards 2023 Topps Chrome Youthquake,Gunnar Henderson #YQ-18,$19.99,,$8.50,$18.00,$48.29,$49.00,$64.00,$29.00,$29.00,,,$6.60,$21.99,,,$1.90,$9.39,,18,,,,,2023-06-01
5566179,Baseball Cards 2023 Topps Chrome Youthquake,Gunnar Henderson [Gold] #YQ-18,$68.53,$48.00,$60.43,$81.50,$171.40,$298.70,$388.00,$179.00,$179.00,,,$30.00,$74.99,$21.20,$52.99,$26.40,$65.99,,11,,,,,2023-06-01
5566129,Baseball Cards 2023 Topps Chrome Youthquake,Gunnar Henderson [Green] #YQ-18,$49.47,,$25.15,$26.52,$57.00,$96.16,$125.00,$58.00,$58.00,,,$21.60,$53.99,,,$8.40,$27.99,,22,,,,,2023-06-01
5566229,Baseball Cards 2023 Topps Chrome Youthquake,Gunnar Henderson [Orange] #YQ-18,$122.37,,,$147.95,$163.00,$287.00,$373.00,$172.00,$180.00,,,$67.50,$135.00,,,,,,4,,,,,2023-06-01
5566279,Baseball Cards 2023 Topps Chrome Youthquake,Gunnar Henderson [Red] #YQ-18,$550.00,,,$162.50,$179.00,,,,,,,$363.00,$605.00,,,,,,3,,,,,2023-06-01
5566107,Baseball Cards 2023 Topps Chrome Youthquake,Hunter Brown #YQ-46,$4.30,,$8.45,$9.99,$11.00,$13.75,$18.00,$8.00,$8.00,,,$0.90,$4.69,,,$1.90,$9.29,,11,,,,,2023-06-01
5566207,Baseball Cards 2023 Topps Chrome Youthquake,Hunter Brown [Gold] #YQ-46,$9.00,,,,,$129.99,$169.00,$78.00,$78.00,,,$2.00,$9.89,,,,,,4,,,,,2023-06-01
5566157,Baseball Cards 2023 Topps Chrome Youthquake,Hunter Brown [Green] #YQ-46,$17.24,,$19.06,$31.69,$58.38,$74.60,$97.00,$45.00,$35.00,,,$4.80,$18.99,,,$6.30,$20.99,,10,,,,,2023-06-01
5566257,Baseball Cards 2023 Topps Chrome Youthquake,Hunter Brown [Orange] #YQ-46,$25.75,,,,,,,,,,,$8.40,$27.99,,,,,,3,,,,,2023-06-01
5566307,Baseball Cards 2023 Topps Chrome Youthquake,Hunter Brown [Red] #YQ-46,$285.00,,,$90.02,$99.00,$162.50,$211.00,$98.00,$98.00,,,$157.00,$314.00,,,,,,3,,,,,2023-06-01
5566069,Baseball Cards 2023 Topps Chrome Youthquake,Hunter Greene #YQ-8,$3.69,,,,,,,,,,,$0.80,$4.09,,,,,,3,,,,,2023-06-01
5566169,Baseball Cards 2023 Topps Chrome Youthquake,Hunter Greene [Gold] #YQ-8,$11.16,,$14.11,$24.06,$31.00,$32.00,$42.00,$19.00,$19.00,,,$3.00,$11.99,,,$4.00,$15.99,,7,,,,,2023-06-01
5566119,Baseball Cards 2023 Topps Chrome Youthquake,Hunter Greene [Green] #YQ-8,$5.33,,$9.35,$16.71,$31.87,$43.79,$57.00,$26.00,$26.00,,,$1.20,$5.89,,,$2.00,$9.99,,6,,,,,2023-06-01
5566218,Baseball Cards 2023 Topps Chrome Youthquake,Hunter Greene [Orange] #YQ-8,$6.00,,,,,,,,,,,$1.30,$6.59,,,,,,2,,,,,2023-06-01
5566269,Baseball Cards 2023 Topps Chrome Youthquake,Hunter Greene [Red] #YQ-8,$26.00,,,,,,,,,,,$8.70,$28.99,,,,,,1,,,,,2023-06-01
5566091,Baseball Cards 2023 Topps Chrome Youthquake,Ivan Herrera #YQ-30,$3.26,,,,,$12.19,$16.00,$7.00,$7.00,,,,$3.59,,,,,,6,,,,,2023-06-01
5566191,Baseball Cards 2023 Topps Chrome Youthquake,Ivan Herrera [Gold] #YQ-30,$6.66,,,,,,,,,,,$1.50,$7.29,,,,,,3,,,,,2023-06-01
5566141,Baseball Cards 2023 Topps Chrome Youthquake,Ivan Herrera [Green] #YQ-30,$5.18,,$9.24,$16.54,$31.58,$43.48,$57.00,$26.00,$26.00,,,$1.10,$5.69,,,$2.00,$9.99,,11,,,,,2023-06-01
5566241,Baseball Cards 2023 Topps Chrome Youthquake,Ivan Herrera [Orange] #YQ-30,$14.29,,,,,$45.00,$59.00,$27.00,$27.00,,,$4.00,$15.99,,,,,,3,,,,,2023-06-01
5566291,Baseball Cards 2023 Topps Chrome Youthquake,Ivan Herrera [Red] #YQ-30,$157.50,,,,,,,,,,,$86.50,$173.00,,,,,,1,,,,,2023-06-01
5566102,Baseball Cards 2023 Topps Chrome Youthquake,JJ Bleday #YQ-41,$4.18,,,,,,,,,,,$0.90,$4.59,,,,,,4,,,,,2023-06-01
5566202,Baseball Cards 2023 Topps Chrome Youthquake,JJ Bleday [Gold] #YQ-41,$5.14,,,$7.00,$8.00,$11.50,$15.00,$7.00,$7.00,,,$1.10,$5.69,,,,,,5,,,,,2023-06-01
5566152,Baseball Cards 2023 Topps Chrome Youthquake,JJ Bleday [Green] #YQ-41,$3.00,,$7.45,$13.78,$26.69,$37.80,$49.00,$23.00,$23.00,,,,$3.29,,,$1.60,$8.19,,7,,,,,2023-06-01
5566252,Baseball Cards 2023 Topps Chrome Youthquake,JJ Bleday [Orange] #YQ-41,$13.22,,,,,,,,,,,$3.80,$14.99,,,,,,3,,,,,2023-06-01
5566302,Baseball Cards 2023 Topps Chrome Youthquake,JJ Bleday [Red] #YQ-41,,,,$42.46,$47.00,$51.00,$66.00,$31.00,$31.00,,,,,,,,,,2,,,,,2023-06-01
6032825,Baseball Cards 2023 Topps Chrome Youthquake,James Outman #YQ-76,$1.25,,$6.02,$7.53,$10.00,$10.00,$13.00,$6.00,$6.00,,,,$1.39,,,$1.30,$6.59,,15,,,,,2023-06-01
6032925,Baseball Cards 2023 Topps Chrome Youthquake,James Outman [Gold] #YQ-76,$6.99,,$13.00,,,$28.39,$37.00,$17.00,$17.00,,,$1.50,$7.69,,,$3.50,$13.99,,4,,,,,2023-06-01
6032875,Baseball Cards 2023 Topps Chrome Youthquake,James Outman [Green] #YQ-76,$4.99,,,$9.99,$11.00,,,,,,,$1.10,$5.49,,,,,,6,,,,,2023-06-01
6032975,Baseball Cards 2023 Topps Chrome Youthquake,James Outman [Orange] #YQ-76,$9.89,,,$60.99,$67.00,,,,,,,$2.80,$10.99,,,,,,4,,,,,2023-06-01
6033025,Baseball Cards 2023 Topps Chrome Youthquake,James Outman [Red] #YQ-76,$74.98,,,,,,,,,,,$32.80,$81.99,,,,,,1,,,,,2023-06-01
6033075,Baseball Cards 2023 Topps Chrome Youthquake,James Outman [Superfractor] #YQ-76,,,,,,,,,,,,,,,,,,,0,,,,,2023-06-01
6032810,Baseball Cards 2023 Topps Chrome Youthquake,Jared Shuster #YQ-61,$1.35,,,,,,,,,,,,$1.49,,,,,,5,,,,,2023-06-01
